,state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_,total_enrol,total_demo_update,total_bio_update,update_intensity
32,Andhra Pradesh,Mahbubnagar,511.0,211.0,0.0,1254.0,8643.0,3060.0,11679.0,722.0,9897.0,14739.0,34.0746887966805
33,Andhra Pradesh,Medak,1176.0,229.0,1.0,1711.0,11252.0,6281.0,16164.0,1406.0,12963.0,22445.0,25.165600568585642
34,Andhra Pradesh,N. T. R,790.0,97.0,46.0,4718.0,33352.0,6788.0,6771.0,933.0,38070.0,13559.0,55.27730192719486
35,Andhra Pradesh,Nalgonda,951.0,216.0,0.0,1623.0,28221.0,5640.0,27013.0,1167.0,29844.0,32653.0,53.507705479452056
36,Andhra Pradesh,Nandyal,860.0,39.0,6.0,4798.0,22587.0,6337.0,4303.0,905.0,27385.0,10640.0,41.97019867549669
37,Andhra Pradesh,Nellore,4611.0,754.0,2.0,7111.0,61012.0,99065.0,59412.0,5367.0,68123.0,158477.0,42.21311475409836
38,Andhra Pradesh,Nizamabad,453.0,71.0,0.0,728.0,4813.0,3452.0,7527.0,524.0,5541.0,10979.0,31.466666666666665
39,Andhra Pradesh,Palnadu,759.0,76.0,25.0,3955.0,21540.0,6007.0,4046.0,860.0,25495.0,10053.0,41.28687572590012
40,Andhra Pradesh,Parvathipuram Manyam,464.0,36.0,8.0,1511.0,7880.0,5090.0,5540.0,508.0,9391.0,10630.0,39.33398821218075
41,Andhra Pradesh,Prakasam,6405.0,1157.0,61.0,15519.0,104979.0,136533.0,75766.0,7623.0,120498.0,212299.0,43.65123294858342
42,Andhra Pradesh,Rangareddi,1478.0,405.0,0.0,3569.0,18676.0,13261.0,41326.0,1883.0,22245.0,54587.0,40.78131634819533
44,Andhra Pradesh,Sri Potti Sriramulu Nellore,689.0,622.0,303.0,3045.0,19020.0,6668.0,3467.0,1614.0,22065.0,10135.0,19.938080495356036
45,Andhra Pradesh,Sri Sathya Sai,879.0,40.0,19.0,3953.0,18154.0,5704.0,4711.0,938.0,22107.0,10415.0,34.63471778487753
46,Andhra Pradesh,Srikakulam,4157.0,135.0,8.0,24315.0,111384.0,125178.0,67429.0,4300.0,135699.0,192607.0,76.33248081841433
47,Andhra Pradesh,Tirupati,802.0,689.0,228.0,4768.0,28462.0,5633.0,4765.0,1719.0,33230.0,10398.0,25.365116279069767
49,Andhra Pradesh,Visakhapatnam,7688.0,460.0,30.0,19864.0,137329.0,195385.0,115918.0,8178.0,157193.0,311303.0,57.28035212128622
50,Andhra Pradesh,Vizianagaram,3695.0,158.0,3.0,11069.0,67818.0,101296.0,58702.0,3856.0,78887.0,159998.0,61.93544205340939
51,Andhra Pradesh,Warangal,858.0,201.0,0.0,3605.0,31161.0,13746.0,38012.0,1059.0,34766.0,51758.0,81.62641509433962
52,Andhra Pradesh,West Godavari,5568.0,343.0,24.0,14258.0,112548.0,139979.0,80435.0,5935.0,126806.0,220414.0,58.49393530997305
53,Andhra Pradesh,Y. S. R,738.0,52.0,33.0,4161.0,24025.0,5183.0,3425.0,823.0,28186.0,8608.0,44.65291262135922
54,Arunachal Pradesh,Anjaw,23.0,11.0,3.0,128.0,632.0,675.0,496.0,37.0,760.0,1171.0,50.81578947368421
55,Arunachal Pradesh,Changlang,486.0,304.0,13.0,690.0,4969.0,5436.0,2747.0,803.0,5659.0,8183.0,17.21641791044776
56,Arunachal Pradesh,Dibang Valley,7.0,3.0,0.0,28.0,132.0,313.0,158.0,10.0,160.0,471.0,57.36363636363637
57,Arunachal Pradesh,East Kameng,88.0,79.0,14.0,292.0,1130.0,2690.0,1607.0,181.0,1422.0,4297.0,31.423076923076923
58,Arunachal Pradesh,East Siang,80.0,86.0,2.0,423.0,2080.0,2242.0,1079.0,168.0,2503.0,3321.0,34.46153846153846
59,Arunachal Pradesh,Kamle,3.0,25.0,2.0,64.0,254.0,57.0,86.0,30.0,318.0,143.0,14.870967741935484
60,Arunachal Pradesh,Kra Daadi,18.0,59.0,4.0,145.0,369.0,717.0,523.0,81.0,514.0,1240.0,21.390243902439025
61,Arunachal Pradesh,Kurung Kumey,19.0,44.0,12.0,106.0,229.0,1299.0,2091.0,75.0,335.0,3390.0,49.01315789473684
62,Arunachal Pradesh,Leparada,0.0,2.0,1.0,8.0,15.0,34.0,2.0,3.0,23.0,36.0,14.75
63,Arunachal Pradesh,Lohit,102.0,63.0,1.0,212.0,1654.0,1796.0,2095.0,166.0,1866.0,3891.0,34.47305389221557
65,Arunachal Pradesh,Lower Dibang Valley,58.0,49.0,2.0,186.0,971.0,1373.0,875.0,109.0,1157.0,2248.0,30.954545454545453
66,Arunachal Pradesh,Lower Siang,10.0,18.0,3.0,70.0,269.0,359.0,54.0,31.0,339.0,413.0,23.5
67,Arunachal Pradesh,Lower Subansiri,50.0,55.0,0.0,198.0,1323.0,1530.0,1150.0,105.0,1521.0,2680.0,39.632075471698116
68,Arunachal Pradesh,Namsai,95.0,54.0,1.0,221.0,1914.0,3561.0,2442.0,150.0,2135.0,6003.0,53.89403973509934
69,Arunachal Pradesh,Pakke Kessang,2.0,1.0,1.0,14.0,73.0,30.0,44.0,4.0,87.0,74.0,32.2
70,Arunachal Pradesh,Papum Pare,201.0,241.0,5.0,770.0,4152.0,4835.0,4424.0,447.0,4922.0,9259.0,31.654017857142858
71,Arunachal Pradesh,Shi-yomi,8.0,22.0,5.0,43.0,195.0,210.0,319.0,35.0,238.0,529.0,21.305555555555557
72,Arunachal Pradesh,Siang,39.0,60.0,4.0,175.0,602.0,880.0,429.0,103.0,777.0,1309.0,20.057692307692307
73,Arunachal Pradesh,Tawang,104.0,43.0,7.0,209.0,742.0,1866.0,598.0,154.0,951.0,2464.0,22.032258064516128
74,Arunachal Pradesh,Tirap,59.0,39.0,1.0,96.0,894.0,1371.0,522.0,99.0,990.0,1893.0,28.83
75,Arunachal Pradesh,Upper Siang,21.0,21.0,1.0,199.0,1122.0,1235.0,561.0,43.0,1321.0,1796.0,70.8409090909091
76,Arunachal Pradesh,Upper Subansiri,76.0,55.0,12.0,347.0,1202.0,2462.0,1704.0,143.0,1549.0,4166.0,39.6875
77,Arunachal Pradesh,West Kameng,157.0,103.0,18.0,375.0,1484.0,2967.0,3205.0,278.0,1859.0,6172.0,28.78494623655914
78,Arunachal Pradesh,West Siang,110.0,80.0,2.0,521.0,3031.0,3345.0,1301.0,192.0,3552.0,4646.0,42.476683937823836
79,Assam,Bajali,19.0,8.0,2.0,57.0,787.0,6.0,17.0,29.0,844.0,23.0,28.9
80,Assam,Baksa,2120.0,1179.0,400.0,1346.0,15666.0,11602.0,5853.0,3699.0,17012.0,17455.0,9.315405405405405
81,Assam,Barpeta,10545.0,3306.0,532.0,4978.0,54164.0,66392.0,29029.0,14383.0,59142.0,95421.0,10.745481090100112
82,Assam,Biswanath,789.0,464.0,76.0,844.0,10181.0,6159.0,3389.0,1329.0,11025.0,9548.0,15.468421052631578
83,Assam,Bongaigaon,2324.0,626.0,225.0,3318.0,35806.0,24633.0,11975.0,3175.0,39124.0,36608.0,23.84508816120907
84,Assam,Cachar,11474.0,4513.0,1527.0,5078.0,52941.0,42167.0,23978.0,17514.0,58019.0,66145.0,7.089009420496717
85,Assam,Charaideo,659.0,336.0,194.0,763.0,9150.0,6096.0,2197.0,1189.0,9913.0,8293.0,15.299159663865547
86,Assam,Chirang,2013.0,1071.0,264.0,1175.0,12222.0,18078.0,9009.0,3348.0,13397.0,27087.0,12.088384592415647
87,Assam,Darrang,4390.0,1914.0,1291.0,3187.0,25132.0,16240.0,10025.0,7595.0,28319.0,26265.0,7.185887309110058
88,Assam,Dhemaji,3864.0,1846.0,1191.0,1927.0,20422.0,12494.0,8236.0,6901.0,22349.0,20730.0,6.24152419588525
89,Assam,Dhubri,8432.0,3849.0,365.0,7185.0,73614.0,40373.0,19102.0,12646.0,80799.0,59475.0,11.09148414643789
90,Assam,Dibrugarh,3895.0,1675.0,1492.0,1874.0,24645.0,14970.0,11765.0,7062.0,26519.0,26735.0,7.539855585445278
92,Assam,Goalpara,6881.0,2220.0,797.0,4325.0,36242.0,17021.0,10603.0,9898.0,40567.0,27624.0,6.888675623800384
94,Assam,Hailakandi,3826.0,1441.0,311.0,2253.0,19049.0,14201.0,6922.0,5578.0,21302.0,21123.0,7.604409392364223
95,Assam,Hojai,5288.0,1607.0,155.0,2371.0,22937.0,15271.0,13731.0,7050.0,25308.0,29002.0,7.702453552687562
96,Assam,Jorhat,2905.0,1122.0,860.0,1266.0,18522.0,10704.0,5575.0,4887.0,19788.0,16279.0,7.378682487725041
97,Assam,Kamrup,9311.0,3370.0,985.0,3266.0,41318.0,30056.0,13196.0,13666.0,44584.0,43252.0,6.4268676373746985
98,Assam,Kamrup Metro,2654.0,2055.0,1337.0,2308.0,23883.0,14584.0,12178.0,6046.0,26191.0,26762.0,8.756904250041343
99,Assam,Karbi Anglong,2918.0,4107.0,1082.0,2438.0,28683.0,25507.0,13699.0,8107.0,31121.0,39206.0,8.673778983719783
100,Assam,Karimganj,9336.0,4903.0,594.0,4135.0,37279.0,24232.0,11414.0,14833.0,41414.0,35646.0,5.194822704597546
101,Assam,Kokrajhar,2519.0,1572.0,518.0,1928.0,20741.0,18300.0,10559.0,4609.0,22669.0,28859.0,11.177440347071583
102,Assam,Lakhimpur,4726.0,1825.0,648.0,2993.0,32419.0,17189.0,12583.0,7199.0,35412.0,29772.0,9.053333333333333
103,Assam,Majuli,347.0,157.0,11.0,290.0,2991.0,2139.0,1243.0,515.0,3281.0,3382.0,12.912790697674419
104,Assam,Marigaon,6735.0,2928.0,824.0,4499.0,39311.0,19361.0,14575.0,10487.0,43810.0,33936.0,7.412852784134249
105,Assam,Nagaon,9002.0,3478.0,393.0,7120.0,90257.0,44214.0,73665.0,12873.0,97377.0,117879.0,16.720211278545907
106,Assam,Nalbari,2709.0,977.0,195.0,2083.0,18878.0,14657.0,5594.0,3881.0,20961.0,20251.0,10.61617722823287
107,Assam,North Cachar Hills,501.0,420.0,137.0,300.0,3299.0,2782.0,1242.0,1058.0,3599.0,4024.0,7.198300283286119
108,Assam,Sibsagar,1561.0,514.0,662.0,1031.0,12039.0,8287.0,3093.0,2737.0,13070.0,11380.0,8.929875821767714
110,Assam,Sonitpur,5501.0,2723.0,973.0,3162.0,40414.0,17454.0,12663.0,9197.0,43576.0,30117.0,8.011850402261361
111,Assam,South Salmara Mankachar,1062.0,364.0,46.0,1188.0,19859.0,2855.0,1993.0,1472.0,21047.0,4848.0,17.57976917854718
112,Assam,Sribhumi,115.0,43.0,11.0,192.0,4895.0,42.0,315.0,169.0,5087.0,357.0,32.023529411764706
113,Assam,Tamulpur District,22.0,33.0,0.0,54.0,1214.0,17.0,53.0,55.0,1268.0,70.0,23.892857142857142
114,Assam,Tinsukia,3884.0,2867.0,1633.0,2000.0,33249.0,12082.0,7167.0,8384.0,35249.0,19249.0,6.499463327370304
115,Assam,Udalguri,2658.0,1322.0,585.0,1380.0,18400.0,12995.0,9353.0,4565.0,19780.0,22348.0,9.226456416995182
118,Bihar,Araria,9939.0,5515.0,125.0,9001.0,146314.0,72533.0,82911.0,15579.0,155315.0,155444.0,19.94602053915276
119,Bihar,Arwal,812.0,3020.0,34.0,2232.0,25538.0,12094.0,18610.0,3866.0,27770.0,30704.0,15.121282648047583
120,Bihar,Aurangabad,3001.0,7096.0,73.0,10545.0,95295.0,46556.0,49874.0,10170.0,105840.0,96430.0,19.886933438206665
122,Bihar,Aurangabad(bh),44.0,61.0,0.0,24.0,646.0,34.0,188.0,105.0,670.0,222.0,8.415094339622641
123,Bihar,Banka,6198.0,4797.0,79.0,7434.0,90686.0,49854.0,48373.0,11074.0,98120.0,98227.0,17.728848758465013
124,Bihar,Begusarai,8106.0,5045.0,58.0,13270.0,119720.0,72549.0,74659.0,13209.0,132990.0,147208.0,21.2110522331567
125,Bihar,Bhabua,14.0,17.0,0.0,5.0,127.0,4.0,29.0,31.0,132.0,33.0,5.15625
126,Bihar,Bhagalpur,10456.0,10229.0,377.0,15385.0,139641.0,72409.0,75905.0,21062.0,155026.0,148314.0,14.401557233062716
127,Bihar,Bhojpur,3136.0,10115.0,106.0,10707.0,131634.0,39485.0,57511.0,13357.0,142341.0,96996.0,17.91712831262165
128,Bihar,Buxar,2528.0,4648.0,64.0,7052.0,66850.0,24831.0,32197.0,7240.0,73902.0,57028.0,18.081756663444274
129,Bihar,Darbhanga,10017.0,5677.0,71.0,12315.0,141613.0,93323.0,117057.0,15765.0,153928.0,210380.0,23.10719269313713
130,Bihar,East Champaran,10147.0,18371.0,805.0,18227.0,229801.0,95935.0,116199.0,29323.0,248028.0,212134.0,15.6923339244305
131,Bihar,Gaya,6722.0,20244.0,435.0,19945.0,175229.0,85898.0,99274.0,27401.0,195174.0,185172.0,13.880227720604335
132,Bihar,Gopalganj,5303.0,9649.0,196.0,8025.0,97842.0,46818.0,56666.0,15148.0,105867.0,103484.0,13.819460030365041
133,Bihar,Jamui,5193.0,5029.0,160.0,5423.0,61497.0,46558.0,35599.0,10382.0,66920.0,82157.0,14.3577963979582
134,Bihar,Jehanabad,915.0,3827.0,141.0,4393.0,41968.0,15681.0,21749.0,4883.0,46361.0,37430.0,17.156224406224407
135,Bihar,Kaimur (Bhabua),3033.0,4707.0,85.0,5463.0,61555.0,37550.0,40607.0,7825.0,67018.0,78157.0,18.550345003833375
136,Bihar,Katihar,11332.0,4903.0,115.0,11847.0,168447.0,98243.0,119037.0,16350.0,180294.0,217280.0,24.314965445538498
137,Bihar,Khagaria,4348.0,3779.0,69.0,7370.0,68254.0,39283.0,40621.0,8196.0,75624.0,79904.0,18.97377089178968
138,Bihar,Kishanganj,6957.0,1782.0,25.0,6372.0,138769.0,57815.0,83464.0,8764.0,145141.0,141279.0,32.677695379349686
139,Bihar,Lakhisarai,2664.0,3423.0,68.0,4081.0,44802.0,22610.0,26887.0,6155.0,48883.0,49497.0,15.981156595191683
140,Bihar,Madhepura,4571.0,4417.0,39.0,6595.0,85266.0,51666.0,65571.0,9027.0,91861.0,117237.0,23.16105449712007
141,Bihar,Madhubani,12598.0,12534.0,798.0,13587.0,168104.0,110514.0,127621.0,25930.0,181691.0,238135.0,16.190119933670125
142,Bihar,Monghyr,29.0,20.0,0.0,2.0,280.0,5.0,94.0,49.0,282.0,99.0,7.62
143,Bihar,Munger,2445.0,3534.0,108.0,4129.0,51818.0,21620.0,28851.0,6087.0,55947.0,50471.0,17.479960578186596
144,Bihar,Muzaffarpur,14087.0,14103.0,665.0,15939.0,190978.0,93075.0,115469.0,28855.0,206917.0,208544.0,14.397733573606876
145,Bihar,Nalanda,3676.0,10763.0,136.0,11812.0,141231.0,51140.0,66262.0,14575.0,153043.0,117402.0,18.55413007683864
146,Bihar,Nawada,2742.0,12380.0,291.0,6895.0,79623.0,38447.0,47798.0,15413.0,86518.0,86245.0,11.208187362138316
148,Bihar,Patna,6745.0,17151.0,748.0,20931.0,222841.0,93322.0,115692.0,24644.0,243772.0,209014.0,18.37232704402516
149,Bihar,Purba Champaran,61.0,66.0,0.0,19.0,915.0,27.0,237.0,127.0,934.0,264.0,9.359375
151,Bihar,Purnea,169.0,88.0,0.0,102.0,2704.0,1027.0,3927.0,257.0,2806.0,4954.0,30.07751937984496
152,Bihar,Purnia,12195.0,7721.0,184.0,9447.0,133927.0,106033.0,122518.0,20100.0,143374.0,228551.0,18.502810805432567
153,Bihar,Rohtas,2741.0,5120.0,78.0,10462.0,107283.0,50054.0,61656.0,7939.0,117745.0,111710.0,28.898614609571787
154,Bihar,Saharsa,6281.0,6577.0,205.0,6443.0,74734.0,42412.0,77454.0,13063.0,81177.0,119866.0,15.389084507042254
155,Bihar,Samastipur,11289.0,7787.0,131.0,15445.0,186847.0,93161.0,107004.0,19207.0,202292.0,200165.0,20.952571845064558
156,Bihar,Samstipur,41.0,41.0,0.0,10.0,438.0,13.0,182.0,82.0,448.0,195.0,7.746987951807229
157,Bihar,Saran,7592.0,16407.0,219.0,14788.0,155057.0,63026.0,85477.0,24218.0,169845.0,148503.0,13.144555927164623
158,Bihar,Sheikhpura,1244.0,1934.0,21.0,2326.0,25762.0,16884.0,23539.0,3199.0,28088.0,40423.0,21.4096875
159,Bihar,Sheikpura,11.0,18.0,0.0,1.0,177.0,5.0,128.0,29.0,178.0,133.0,10.366666666666667
160,Bihar,Sheohar,2067.0,1184.0,11.0,2482.0,28998.0,12986.0,19696.0,3262.0,31480.0,32682.0,19.66349984676678
161,Bihar,Sitamarhi,20679.0,18856.0,2697.0,12645.0,157203.0,84925.0,97075.0,42232.0,169848.0,182000.0,8.33111547841735
162,Bihar,Siwan,6149.0,9025.0,137.0,10600.0,113122.0,52907.0,72897.0,15311.0,123722.0,125804.0,16.29610762800418
163,Bihar,Supaul,5691.0,4563.0,157.0,6449.0,100462.0,47023.0,65347.0,10411.0,106911.0,112370.0,21.060411064156742
164,Bihar,Vaishali,8257.0,9698.0,52.0,12462.0,143132.0,72298.0,95862.0,18007.0,155594.0,168160.0,17.97834295868503
165,Bihar,West Champaran,11585.0,18070.0,783.0,17311.0,216078.0,75467.0,91350.0,30438.0,233389.0,166817.0,13.147803804329971
166,Chandigarh,Chandigarh,2473.0,211.0,36.0,13132.0,70204.0,49166.0,25296.0,2720.0,83336.0,74462.0,57.992649761117235
167,Chandigarh,Mohali,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,5.0,6.0,11.0
168,Chandigarh,Rupnagar,3.0,0.0,0.0,1.0,19.0,3.0,11.0,3.0,20.0,14.0,8.5
169,Chhatisgarh,Raipur,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,4.0,5.0,9.0
170,Chhattisgarh,Balod,1603.0,71.0,4.0,5704.0,54030.0,26841.0,54374.0,1678.0,59734.0,81215.0,83.94818344252532
171,Chhattisgarh,Baloda Bazar,4349.0,562.0,33.0,8282.0,107988.0,53691.0,87056.0,4944.0,116270.0,140747.0,51.97512639029323
172,Chhattisgarh,Balrampur,4593.0,1528.0,69.0,3542.0,56759.0,20113.0,32130.0,6190.0,60301.0,52243.0,18.17864642222581
173,Chhattisgarh,Bastar,4794.0,1808.0,6.0,9378.0,70053.0,27648.0,66736.0,6608.0,79431.0,94384.0,26.299742775003782
174,Chhattisgarh,Bemetara,2458.0,302.0,11.0,4199.0,54494.0,34486.0,77224.0,2771.0,58693.0,111710.0,61.472943722943725
175,Chhattisgarh,Bijapur,3601.0,1761.0,1362.0,1137.0,11910.0,10757.0,17127.0,6724.0,13047.0,27884.0,6.08639405204461
176,Chhattisgarh,Bilaspur,7490.0,1432.0,19.0,12889.0,140452.0,67405.0,127632.0,8941.0,153341.0,195037.0,38.95974055021248
177,Chhattisgarh,Dakshin Bastar Dantewada,1028.0,172.0,24.0,1408.0,4488.0,8064.0,19147.0,1224.0,5896.0,27211.0,27.026122448979592
178,Chhattisgarh,Dantewada,584.0,126.0,0.0,699.0,1699.0,5327.0,13601.0,710.0,2398.0,18928.0,29.9943741209564
179,Chhattisgarh,Dhamtari,1876.0,89.0,3.0,3073.0,41640.0,26826.0,63452.0,1968.0,44713.0,90278.0,68.55815134586085
180,Chhattisgarh,Durg,3528.0,520.0,47.0,10565.0,66584.0,76883.0,102968.0,4095.0,77149.0,179851.0,62.744140625
181,Chhattisgarh,Gariyaband,1307.0,229.0,6.0,1307.0,26292.0,16883.0,35205.0,1542.0,27599.0,52088.0,51.644199611147116
182,Chhattisgarh,Gaurela-pendra-marwahi,115.0,20.0,5.0,439.0,2986.0,679.0,1610.0,140.0,3425.0,2289.0,40.52482269503546
184,Chhattisgarh,Janjgir - Champa,32.0,1.0,0.0,11.0,204.0,5.0,195.0,33.0,215.0,200.0,12.205882352941176
185,Chhattisgarh,Janjgir Champa,21.0,4.0,0.0,5.0,231.0,21.0,171.0,25.0,236.0,192.0,16.46153846153846
186,Chhattisgarh,Janjgir-champa,4066.0,572.0,1.0,7192.0,104968.0,51955.0,128699.0,4639.0,112160.0,180654.0,63.10646551724138
187,Chhattisgarh,Jashpur,1666.0,875.0,2.0,8700.0,62323.0,30250.0,44353.0,2543.0,71023.0,74603.0,57.242924528301884
188,Chhattisgarh,Kabeerdham,860.0,92.0,3.0,3034.0,24067.0,16628.0,15889.0,955.0,27101.0,32517.0,62.36192468619247
189,Chhattisgarh,Kanker,1426.0,277.0,2.0,2867.0,25973.0,19607.0,33602.0,1705.0,28840.0,53209.0,48.094372801875735
190,Chhattisgarh,Kawardha,1884.0,257.0,1.0,4631.0,62369.0,23941.0,36850.0,2142.0,67000.0,60791.0,59.631824545030334
191,Chhattisgarh,Khairagarh Chhuikhadan Gandai,183.0,63.0,0.0,641.0,5462.0,132.0,903.0,246.0,6103.0,1035.0,28.898785425101213
192,Chhattisgarh,Kondagaon,1975.0,1054.0,9.0,4193.0,57771.0,17291.0,40055.0,3038.0,61964.0,57346.0,39.25962487660414
193,Chhattisgarh,Korba,3040.0,489.0,13.0,6101.0,77273.0,32907.0,68967.0,3542.0,83374.0,101874.0,52.28563364380469
194,Chhattisgarh,Koriya,1258.0,504.0,1.0,2301.0,29434.0,19055.0,41842.0,1763.0,31735.0,60897.0,52.512471655328795
195,Chhattisgarh,Mahasamund,2773.0,563.0,25.0,8593.0,126294.0,30360.0,69509.0,3361.0,134887.0,99869.0,69.82629387269482
196,Chhattisgarh,ManendragarhChirmiriBharatpur,0.0,0.0,0.0,0.0,0.0,44.0,268.0,0.0,0.0,312.0,312.0
197,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,188.0,106.0,0.0,395.0,4718.0,46.0,235.0,294.0,5113.0,281.0,18.284745762711864
198,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,10.0,4.0,0.0,32.0,149.0,36.0,31.0,14.0,181.0,67.0,16.533333333333335
199,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,162.0,93.0,4.0,3477.0,16334.0,1060.0,3535.0,259.0,19811.0,4595.0,93.86923076923077
200,Chhattisgarh,Mungeli,2600.0,355.0,2.0,3835.0,66729.0,28914.0,53653.0,2957.0,70564.0,82567.0,51.7684246112238
201,Chhattisgarh,Narayanpur,448.0,306.0,8.0,2057.0,14708.0,7156.0,15017.0,762.0,16765.0,22173.0,51.032765399737876
202,Chhattisgarh,Raigarh,4294.0,625.0,37.0,5194.0,78242.0,39625.0,135001.0,4956.0,83436.0,174626.0,52.06011700625378
203,Chhattisgarh,Raipur,6205.0,779.0,57.0,12289.0,120718.0,59735.0,132634.0,7041.0,133007.0,192369.0,46.20505538199375
204,Chhattisgarh,Rajnandgaon,3791.0,371.0,23.0,10303.0,137815.0,53657.0,100841.0,4185.0,148118.0,154498.0,72.29240324892498
205,Chhattisgarh,Sakti,373.0,80.0,2.0,967.0,8718.0,644.0,3380.0,455.0,9685.0,4024.0,30.06359649122807
206,Chhattisgarh,Sarangarh-Bilaigarh,159.0,24.0,3.0,622.0,7433.0,113.0,930.0,186.0,8055.0,1043.0,48.6524064171123
